2009-03-05 50675076
2009-03-06 49465301
2009-03-07 49655257
2009-03-08 49345005
2009-03-09 50715631
2009-03-10 50668754
2009-03-11 50583230
2009-03-12 49645674
2009-03-13 50017997
2009-03-14 50600385
2009-03-15 49029061
2009-03-18 49571866
2009-03-19 50113799
2009-03-20 49936863
2009-03-21 49512603
2009-03-22 49290884
2009-03-23 49569138
2009-03-24 50433006
2009-03-25 50367917
2009-03-26 49382178
2009-03-27 49932235
2009-03-28 49708774
2009-03-29 49833903
2009-03-30 49464822
2009-03-31 49614333
2009-04-01 49146579
2009-04-02 50548029
2009-04-03 49480026
2009-04-04 49641453
2009-04-05 50585918
2009-04-06 50949046
2009-04-07 49336547
2009-04-08 49484116
2009-04-09 49735650
2009-04-10 49851233
2009-04-11 50403638
2009-04-12 50259136
2009-04-13 50636461
2009-04-15 49162533
2009-04-16 49470617
2009-04-17 49931779
2009-04-18 49152567
2009-04-19 49193334
2009-04-20 49671108
2009-04-21 49043927
2009-04-23 50477426
2009-04-24 50162196
2009-04-25 49820926
2009-04-29 49889245
2009-04-30 50408321
2009-05-01 49220887
2009-05-02 50861399
2009-05-03 49777253
2009-05-04 49890467
2009-05-05 49696780
2009-05-06 50823037
2009-05-07 49823047
2009-05-08 50922457
2009-05-09 50844331
2009-05-10 50742929
2009-05-11 50881535
2009-05-12 49114738
2009-05-13 50956795
2009-05-14 49804051
2009-05-15 49420383
2009-05-16 49008341
2009-05-17 50852174
2009-05-18 50477059
2009-05-19 50179158
2009-05-20 49926439
2009-05-21 50487636
2009-05-22 49445716
2009-05-23 49137897
2009-05-24 50102581
2009-05-25 50616521
2009-05-26 49909580
2009-05-27 49663791
2009-05-28 50811944
2009-05-29 49058395
2009-05-30 49997706
2009-05-31 49473630
2009-06-01 50244982
2009-06-02 49038885
2009-06-03 49769701
2009-06-04 50853615
2009-06-05 50892754
