2009-03-05 50675
2009-03-06 49465
2009-03-07 49655
2009-03-08 49345
2009-03-09 50715
2009-03-10 50668
2009-03-11 50583
2009-03-12 49645
2009-03-13 50017
2009-03-14 50600
2009-03-15 49029
2009-03-18 49571
2009-03-19 50113
2009-03-20 49936
2009-03-21 49512
2009-03-22 49290
2009-03-23 49569
2009-03-24 50433
2009-03-25 50367
2009-03-26 49382
2009-03-27 49932
2009-03-28 49708
2009-03-29 49833
2009-03-30 49464
2009-03-31 49614
2009-04-01 49146
2009-04-02 50548
2009-04-03 49480
2009-04-04 49641
2009-04-05 50585
2009-04-06 50949
2009-04-07 49336
2009-04-08 49484
2009-04-09 49735
2009-04-10 49851
2009-04-11 50403
2009-04-12 50259
2009-04-13 50636
2009-04-15 49162
2009-04-16 49470
2009-04-17 49931
2009-04-18 49152
2009-04-19 49193
2009-04-20 49671
2009-04-21 49043
2009-04-23 50477
2009-04-24 50162
2009-04-25 49820
2009-04-29 49889
2009-04-30 50408
2009-05-01 49220
2009-05-02 50861
2009-05-03 49777
2009-05-04 49890
2009-05-05 49696
2009-05-06 50823
2009-05-07 49823
2009-05-08 50922
2009-05-09 50844
2009-05-10 50742
2009-05-11 50881
2009-05-12 49114
2009-05-13 50956
2009-05-14 49804
2009-05-15 49420
2009-05-16 49008
2009-05-17 50852
2009-05-18 50477
2009-05-19 50179
2009-05-20 49926
2009-05-21 50487
2009-05-22 49445
2009-05-23 49137
2009-05-24 50102
2009-05-25 50616
2009-05-26 49909
2009-05-27 49663
2009-05-28 50811
2009-05-29 49058
2009-05-30 49997
2009-05-31 49473
2009-06-01 50244
2009-06-02 49038
2009-06-03 49769
2009-06-04 50853
2009-06-05 50892
