2009-07-27 377469
2009-07-28 378684
2009-07-29 379441
2009-07-30 380580
2009-07-31 381637
2009-08-01 381637
2009-08-02 381637
2009-08-03 385773
2009-08-04 385849
2009-08-05 386559
2009-08-06 387262
2009-08-07 387818
2009-08-08 387818
2009-08-09 387818
2009-08-10 388773
2009-08-11 389087
2009-08-12 389174
2009-08-13 389387
2009-08-14 389896
2009-08-15 389896
2009-08-16 389896
2009-08-17 389587
2009-08-18 390060
2009-08-19 390004
2009-08-20 390616
2009-08-21 391329
2009-08-22 391329
2009-08-23 391329
2009-08-24 391455
2009-08-25 393324
2009-08-26 393780
2009-08-27 394196
2009-08-28 394400
2009-08-31 394052
2009-09-01 394765
2009-09-02 395407
2009-09-03 395767
2009-09-04 395925
2009-09-05 396680
2009-09-06 396680
2009-09-07 396680
2009-09-08 396685
2009-09-09 397777
2009-09-10 397818
2009-09-11 398171
2009-09-12 398171
2009-09-13 398171
2009-09-14 399143
2009-09-15 399726
2009-09-16 401034
2009-09-17 401155
2009-09-18 372287
2009-09-19 372343
2009-09-20 372343
2009-09-21 372343
2009-09-22 374311
2009-09-23 375300
2009-09-24 375509
2009-09-25 376305
2009-09-26 376305
2009-09-27 376305
2009-09-28 376421
2009-09-29 377210
2009-09-30 378868
2009-10-01 379206
2009-10-02 382616
2009-10-03 382673
2009-10-04 382673
2009-10-06 383555
2009-10-07 383598
2009-10-08 383815
2009-10-09 384345
2009-10-10 384412
2009-10-11 384411
2009-10-12 384427
2009-10-13 384427
2009-10-14 384729
2009-10-15 385831
2009-10-16 387439
2009-10-17 387508
2009-10-18 387506
2009-10-19 388383
2009-10-20 390002
2009-10-21 390581
2009-10-22 390854
2009-10-23 391839
2009-10-24 391919
2009-10-25 391918
2009-10-26 392381
2009-10-27 392997
2009-10-28 393523
2009-10-29 394149
2009-10-30 394853
2009-10-31 394965
2009-11-01 394968
2009-11-04 394670
2009-11-05 395625
2009-11-06 397283
2009-11-07 397252
2009-11-08 397252
2009-11-09 398769
2009-11-10 369186
2009-11-11 370627
2009-11-12 370913
2009-11-13 371500
2009-11-14 371583
2009-11-15 371583
2009-11-16 371583
2009-11-17 371938
2009-11-18 372812
2009-11-19 373845
2009-11-20 374049
2009-11-21 374143
2009-11-22 374149
2009-11-23 375953
2009-11-24 376634
2009-11-25 377582
2009-11-26 377621
2009-11-27 379466
2009-11-28 379466
2009-11-29 379466
2009-11-30 379956
2009-12-01 380499
2009-12-02 381201
2009-12-03 382154
2009-12-04 382575
2009-12-05 382575
2009-12-06 382575
2009-12-07 382984
2009-12-08 383631
2009-12-09 384265
2009-12-10 385494
2009-12-11 385534
2009-12-12 385627
2009-12-13 385627
2009-12-14 386336
2009-12-15 386565
2009-12-17 387708
2009-12-18 388311
2009-12-19 388379
2009-12-20 388379
2009-12-21 389096
2009-12-22 389579
2009-12-23 389805
2009-12-24 390139
2009-12-25 390177
2009-12-28 390217
2009-12-29 390284
2009-12-30 390584
2009-12-31 391562
2010-01-01 391666
2010-01-02 391666
2010-01-03 391666
2010-01-04 391779
2010-01-05 392165
2010-01-06 392393
2010-01-07 393186
2010-01-08 394436
2010-01-09 394483
2010-01-11 394657
2010-01-12 396651
2010-01-13 397120
2010-01-14 397455
