2009-03-05 50458807
2009-03-06 51898261
2009-03-07 45310916
2009-03-08 51337200
2009-03-09 57664602
2009-03-10 50744899
2009-03-11 52508911
2009-03-12 51982889
2009-03-13 52218397
2009-03-14 54825840
2009-03-15 50471738
2009-03-18 52977013
2009-03-19 52099834
2009-03-20 58420634
2009-03-21 59665657
2009-03-22 61894605
2009-03-23 51100716
2009-03-24 58169213
2009-03-25 63226331
2009-03-26 63916853
2009-03-27 61195726
2009-03-28 61754982
2009-03-29 58436690
2009-03-30 61450721
2009-03-31 61388046
2009-04-01 61975604
2009-04-02 61872069
2009-04-03 62981052
2009-04-04 67873725
2009-04-05 67303612
2009-04-06 65340567
2009-04-07 61561866
2009-04-08 68380093
2009-04-09 65601034
2009-04-10 60778525
2009-04-11 60064904
2009-04-12 72320616
2009-04-13 67061123
2009-04-15 66972850
2009-04-16 67677926
2009-04-17 68196277
2009-04-18 70919783
2009-04-19 70436376
2009-04-20 69624602
2009-04-21 71378918
2009-04-23 75115559
2009-04-24 73600461
2009-04-25 67450424
2009-04-29 74711336
2009-04-30 75703576
2009-05-01 79902350
2009-05-02 77403139
2009-05-03 73986078
2009-05-04 79956082
2009-05-05 77457813
2009-05-06 77450507
2009-05-07 80087646
2009-05-08 76851128
2009-05-09 78842589
2009-05-10 78946355
2009-05-11 76261217
2009-05-12 78422795
2009-05-13 84450460
2009-05-14 85628813
2009-05-15 81875286
2009-05-16 78601438
2009-05-17 80768904
2009-05-18 83494039
2009-05-19 80270140
2009-05-20 83290436
2009-05-21 86825812
2009-05-22 85284517
2009-05-23 82276632
2009-05-24 86863709
2009-05-25 90158071
2009-05-26 89664474
2009-05-27 90377552
2009-05-28 89435821
2009-05-29 93288834
2009-05-30 92424355
2009-05-31 88885194
2009-06-01 90846411
2009-06-02 86189485
2009-06-03 94775964
2009-06-04 92129670
2009-06-05 85502941

